job_description,resume,affinity_score
"Puesto: Product Manager. Ubicación: Bogotá. Experiencia requerida: 5-8 años. Educación: Profesional en Diseño. Skills técnicas requeridas: Python, Azure, TensorFlow, Django, MongoDB. Skills blandas: Creatividad, Resolución de problemas. Idiomas: Inglés intermedio.","Experiencia: 8+ años. Educación: Técnico. Skills: TensorFlow, Azure, Resolución de problemas, Excel avanzado, Python, Agile, Java, Análisis financiero, Django, APIs REST. Idiomas: Portugués, Inglés avanzado.",6.01
"Puesto: Especialista en Marketing Digital. Ubicación: Barranquilla. Experiencia requerida: 5-8 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: C++, Deep Learning, Django, Kubernetes, Machine Learning, SQL. Skills blandas: Comunicación efectiva, Pensamiento crítico, Trabajo en equipo, Creatividad. Idiomas: Portugués.","Experiencia: 5-8 años. Educación: Técnico. Skills: SQL, Comunicación efectiva, Machine Learning, Kubernetes, Trabajo en equipo, SAP, Git, Agile, Deep Learning. Idiomas: Portugués, Inglés intermedio.",8.05
"Puesto: Gerente de Proyectos. Ubicación: Medellín. Experiencia requerida: 0-1 años. Educación: Doctorado. Skills técnicas requeridas: Azure, PostgreSQL, Java, MongoDB, SQL, Django, Kubernetes. Skills blandas: Creatividad, Comunicación efectiva, Adaptabilidad, Trabajo en equipo. Idiomas: Inglés nativo.","Experiencia: 1-3 años. Educación: Doctorado. Skills: Creatividad, Comunicación efectiva, Kubernetes, Azure, Java, PostgreSQL, Adaptabilidad, Git, JavaScript, Keras, Pensamiento crítico, Machine Learning. Idiomas: Inglés avanzado, Inglés nativo.",7.07
"Puesto: Desarrollador Backend. Ubicación: Cali. Experiencia requerida: 1-3 años. Educación: Profesional en Administración. Skills técnicas requeridas: Kubernetes, Node.js, Python, AWS, Git, Keras. Skills blandas: Gestión del tiempo, Trabajo en equipo, Adaptabilidad, Comunicación efectiva. Idiomas: Portugués.","Experiencia: 8+ años. Educación: Bachiller. Skills: Trabajo en equipo, Git, Node.js, Adaptabilidad, Kubernetes, Gestión del tiempo, AWS, Python, Docker, Machine Learning, Resolución de problemas, Creatividad, Comunicación efectiva. Idiomas: Inglés avanzado, Inglés básico.",8.32
"Puesto: Especialista en Marketing Digital. Ubicación: Barranquilla. Experiencia requerida: 0-1 años. Educación: Profesional en Diseño. Skills técnicas requeridas: APIs REST, Azure, Git, AWS. Skills blandas: Trabajo en equipo, Creatividad, Resolución de problemas, Adaptabilidad. Idiomas: Inglés avanzado.","Experiencia: 0-1 años. Educación: Maestría. Skills: Azure, Creatividad, AWS, APIs REST, Git, JavaScript, Comunicación efectiva, Docker, Gestión del tiempo, MongoDB. Idiomas: Inglés básico, Francés.",8.02
"Puesto: Desarrollador Backend. Ubicación: Bogotá. Experiencia requerida: 8+ años. Educación: Doctorado. Skills técnicas requeridas: Python, Git, Node.js, React. Skills blandas: Gestión del tiempo, Adaptabilidad, Creatividad, Trabajo en equipo. Idiomas: Portugués.","Experiencia: 0-1 años. Educación: Maestría. Skills: Node.js, Análisis financiero, Marketing digital, SEO, SAP, Illustrator, Agile, Excel avanzado. Idiomas: Inglés nativo, Inglés intermedio.",1.01
"Puesto: Ingeniero de Machine Learning. Ubicación: Medellín. Experiencia requerida: 1-3 años. Educación: Profesional en Diseño. Skills técnicas requeridas: PostgreSQL, MongoDB, Django. Skills blandas: Trabajo en equipo, Creatividad. Idiomas: Francés.","Experiencia: 0-1 años. Educación: Maestría. Skills: PostgreSQL, Django, Scrum, Análisis financiero, Excel avanzado, Kubernetes, Git. Idiomas: Inglés básico, Español nativo, Inglés nativo.",4.62
"Puesto: Diseñador UX/UI. Ubicación: Híbrido. Experiencia requerida: 8+ años. Educación: Profesional en Diseño. Skills técnicas requeridas: Machine Learning, APIs REST, React. Skills blandas: Resolución de problemas, Comunicación efectiva, Adaptabilidad. Idiomas: Inglés avanzado.","Experiencia: 0-1 años. Educación: Maestría. Skills: Adaptabilidad, APIs REST, Machine Learning, Gestión de proyectos, Azure, C++, Kubernetes, MongoDB, PostgreSQL. Idiomas: Inglés avanzado, Portugués, Inglés intermedio.",3.99
"Puesto: Gerente de Proyectos. Ubicación: Cali. Experiencia requerida: 0-1 años. Educación: Profesional en Administración. Skills técnicas requeridas: Java, C++, AWS, Machine Learning, SQL, Kubernetes, Docker. Skills blandas: Creatividad, Adaptabilidad, Trabajo en equipo, Resolución de problemas. Idiomas: Inglés intermedio.","Experiencia: 0-1 años. Educación: Bachiller. Skills: Java, UX/UI, Tableau, Video editing, Adobe Photoshop, SAP, Gestión de proyectos, Diseño gráfico, Figma. Idiomas: Portugués, Español nativo, Inglés avanzado.",3.84
"Puesto: Ingeniero de Machine Learning. Ubicación: Barranquilla. Experiencia requerida: 1-3 años. Educación: Doctorado. Skills técnicas requeridas: MongoDB, React, Deep Learning, Azure, TensorFlow, AWS, Python. Skills blandas: Creatividad, Trabajo en equipo, Pensamiento crítico. Idiomas: Francés.","Experiencia: 8+ años. Educación: Maestría. Skills: Pensamiento crítico, Deep Learning, Creatividad, AWS, Trabajo en equipo, MongoDB, TensorFlow, React, PostgreSQL, C++. Idiomas: Inglés básico.",8.6
"Puesto: Ingeniero de Machine Learning. Ubicación: Híbrido. Experiencia requerida: 5-8 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: Java, APIs REST, SQL. Skills blandas: Gestión del tiempo, Trabajo en equipo, Comunicación efectiva, Creatividad. Idiomas: Inglés avanzado.","Experiencia: 1-3 años. Educación: Profesional en Administración. Skills: Gestión del tiempo, APIs REST, SQL, Trabajo en equipo, Django, Keras, Agile, Excel avanzado, Docker. Idiomas: Inglés nativo, Portugués.",5.75
"Puesto: Desarrollador Full Stack. Ubicación: Cali. Experiencia requerida: 3-5 años. Educación: Profesional en Administración. Skills técnicas requeridas: Python, Deep Learning, SQL. Skills blandas: Resolución de problemas, Comunicación efectiva. Idiomas: Francés.","Experiencia: 1-3 años. Educación: Profesional en Administración. Skills: Python, Deep Learning, APIs REST, Docker, Machine Learning, Java. Idiomas: Inglés avanzado, Francés, Español nativo.",4.35
"Puesto: Desarrollador Frontend. Ubicación: Medellín. Experiencia requerida: 3-5 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: Deep Learning, Django, AWS. Skills blandas: Resolución de problemas, Comunicación efectiva. Idiomas: Inglés nativo.","Experiencia: 0-1 años. Educación: Profesional en Ingeniería. Skills: Resolución de problemas, AWS, Gestión de proyectos, JavaScript, Tableau, PostgreSQL, Git, Keras, Machine Learning. Idiomas: Francés, Portugués.",3.42
"Puesto: DevOps Engineer. Ubicación: Bogotá. Experiencia requerida: 5-8 años. Educación: Maestría. Skills técnicas requeridas: C++, Keras, Kubernetes, Git, Django, Machine Learning, React. Skills blandas: Resolución de problemas, Creatividad. Idiomas: Inglés avanzado.","Experiencia: 5-8 años. Educación: Maestría. Skills: Kubernetes, Agile, JavaScript, SAP, Gestión de proyectos. Idiomas: Inglés nativo, Español nativo.",3.83
"Puesto: Analista Financiero. Ubicación: Barranquilla. Experiencia requerida: 5-8 años. Educación: Doctorado. Skills técnicas requeridas: React, SQL, Java, Machine Learning, Azure, Deep Learning. Skills blandas: Adaptabilidad, Pensamiento crítico, Comunicación efectiva, Gestión del tiempo. Idiomas: Inglés avanzado.","Experiencia: 8+ años. Educación: Tecnólogo. Skills: Adaptabilidad, Gestión del tiempo, SQL, Machine Learning, Análisis financiero, Git, Node.js, Django, Docker, Kubernetes, Excel avanzado. Idiomas: Portugués, Inglés nativo, Francés.",5.34
"Puesto: DevOps Engineer. Ubicación: Remoto. Experiencia requerida: 0-1 años. Educación: Profesional en Diseño. Skills técnicas requeridas: MongoDB, APIs REST, Kubernetes, Git, Azure, Deep Learning. Skills blandas: Comunicación efectiva, Resolución de problemas, Pensamiento crítico. Idiomas: Inglés avanzado.","Experiencia: 1-3 años. Educación: Técnico. Skills: Kubernetes, MongoDB, Azure, Pensamiento crítico, Negociación, Django, C++, TensorFlow, Node.js, PowerBI, PostgreSQL. Idiomas: Inglés básico.",5.99
"Puesto: Data Scientist. Ubicación: Híbrido. Experiencia requerida: 0-1 años. Educación: Profesional en Diseño. Skills técnicas requeridas: Java, Kubernetes, AWS, SQL, JavaScript. Skills blandas: Gestión del tiempo, Resolución de problemas, Comunicación efectiva. Idiomas: Francés.","Experiencia: 1-3 años. Educación: Bachiller. Skills: JavaScript, Java, Resolución de problemas, Kubernetes, SQL, Django, Creatividad, Comunicación efectiva, Azure. Idiomas: Inglés nativo, Francés, Inglés avanzado.",7.93
"Puesto: Desarrollador Backend. Ubicación: Medellín. Experiencia requerida: 1-3 años. Educación: Profesional en Administración. Skills técnicas requeridas: SQL, Deep Learning, Python, TensorFlow, Azure. Skills blandas: Trabajo en equipo, Adaptabilidad. Idiomas: Inglés avanzado.","Experiencia: 3-5 años. Educación: Bachiller. Skills: TensorFlow, Tableau, Figma, Content creation, PowerBI, UX/UI, SAP, Video editing. Idiomas: Francés, Inglés intermedio, Inglés avanzado.",5.17
"Puesto: Data Scientist. Ubicación: Híbrido. Experiencia requerida: 5-8 años. Educación: Profesional en Administración. Skills técnicas requeridas: Keras, Django, Python, Kubernetes, Docker, Node.js. Skills blandas: Trabajo en equipo, Adaptabilidad, Pensamiento crítico, Resolución de problemas. Idiomas: Inglés nativo.","Experiencia: 0-1 años. Educación: Profesional en Ingeniería. Skills: Python, Azure, Git, Creatividad, Adobe Photoshop, APIs REST, Django, TensorFlow, Análisis financiero, Kubernetes. Idiomas: Portugués, Inglés nativo.",2.15
"Puesto: Desarrollador Full Stack. Ubicación: Remoto. Experiencia requerida: 5-8 años. Educación: Profesional en Diseño. Skills técnicas requeridas: Git, Azure, Node.js. Skills blandas: Creatividad, Comunicación efectiva, Trabajo en equipo. Idiomas: Inglés avanzado.","Experiencia: 8+ años. Educación: Técnico. Skills: Comunicación efectiva, Azure, SQL, Tableau, TensorFlow. Idiomas: Inglés básico, Inglés nativo, Inglés avanzado.",4.91
"Puesto: Diseñador UX/UI. Ubicación: Cali. Experiencia requerida: 3-5 años. Educación: Maestría. Skills técnicas requeridas: React, Deep Learning, PostgreSQL, Machine Learning, Kubernetes. Skills blandas: Resolución de problemas, Adaptabilidad, Creatividad, Trabajo en equipo. Idiomas: Inglés intermedio.","Experiencia: 5-8 años. Educación: Maestría. Skills: Trabajo en equipo, Adaptabilidad, Creatividad, Deep Learning, Keras, JavaScript, Negociación, Python. Idiomas: Español nativo, Inglés nativo.",4.99
"Puesto: Desarrollador Full Stack. Ubicación: Barranquilla. Experiencia requerida: 3-5 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: JavaScript, Git, Django, React, Keras, Java, SQL. Skills blandas: Resolución de problemas, Pensamiento crítico, Comunicación efectiva. Idiomas: Inglés intermedio.","Experiencia: 3-5 años. Educación: Maestría. Skills: Java, Pensamiento crítico, JavaScript, Django, SQL, Agile, React, Negociación, Node.js, Kubernetes, PostgreSQL, AWS. Idiomas: Inglés intermedio, Inglés básico, Inglés nativo.",7.4
"Puesto: Desarrollador Full Stack. Ubicación: Remoto. Experiencia requerida: 3-5 años. Educación: Profesional en Diseño. Skills técnicas requeridas: Python, Java, Deep Learning, Azure, Django, Kubernetes. Skills blandas: Gestión del tiempo, Trabajo en equipo, Resolución de problemas. Idiomas: Francés.","Experiencia: 0-1 años. Educación: Bachiller. Skills: Java, Git, Content creation, UX/UI, Deep Learning, Keras. Idiomas: Inglés básico, Inglés nativo, Inglés avanzado.",3.07
"Puesto: Product Manager. Ubicación: Híbrido. Experiencia requerida: 3-5 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: APIs REST, Keras, MongoDB. Skills blandas: Adaptabilidad, Pensamiento crítico. Idiomas: Portugués.","Experiencia: 1-3 años. Educación: Maestría. Skills: APIs REST, Keras, Adaptabilidad, MongoDB, Resolución de problemas, Gestión del tiempo, TensorFlow. Idiomas: Portugués, Inglés avanzado.",7.33
"Puesto: Diseñador UX/UI. Ubicación: Remoto. Experiencia requerida: 3-5 años. Educación: Profesional en Diseño. Skills técnicas requeridas: Docker, SQL, Node.js, Java. Skills blandas: Comunicación efectiva, Adaptabilidad, Pensamiento crítico. Idiomas: Francés.","Experiencia: 1-3 años. Educación: Técnico. Skills: Docker, Java, Adaptabilidad, Pensamiento crítico, Node.js, SQL, Creatividad, Machine Learning. Idiomas: Portugués, Inglés nativo, Español nativo.",7.05
"Puesto: Product Manager. Ubicación: Barranquilla. Experiencia requerida: 0-1 años. Educación: Profesional en Diseño. Skills técnicas requeridas: JavaScript, Azure, Node.js, SQL, AWS. Skills blandas: Pensamiento crítico, Trabajo en equipo. Idiomas: Inglés nativo.","Experiencia: 0-1 años. Educación: Técnico. Skills: AWS, Análisis financiero, Branding, PowerBI, SEO. Idiomas: Inglés nativo.",5.54
"Puesto: Desarrollador Frontend. Ubicación: Medellín. Experiencia requerida: 5-8 años. Educación: Maestría. Skills técnicas requeridas: Python, TensorFlow, Django, Git. Skills blandas: Creatividad, Trabajo en equipo. Idiomas: Inglés nativo.","Experiencia: 5-8 años. Educación: Técnico. Skills: Django, Git, Python, Trabajo en equipo, Creatividad, C++, MongoDB, Keras. Idiomas: Inglés nativo, Inglés intermedio, Inglés básico.",8.06
"Puesto: Desarrollador Frontend. Ubicación: Bogotá. Experiencia requerida: 0-1 años. Educación: Profesional en Diseño. Skills técnicas requeridas: SQL, Docker, React, Django, TensorFlow, Keras. Skills blandas: Gestión del tiempo, Adaptabilidad, Pensamiento crítico. Idiomas: Inglés intermedio.","Experiencia: 0-1 años. Educación: Profesional en Ingeniería. Skills: Gestión del tiempo, Docker, Keras, Deep Learning, Python, SQL, AWS, MongoDB, Azure, APIs REST. Idiomas: Inglés nativo, Inglés avanzado.",4.92
"Puesto: Desarrollador Full Stack. Ubicación: Híbrido. Experiencia requerida: 0-1 años. Educación: Profesional en Administración. Skills técnicas requeridas: Java, AWS, PostgreSQL, Django, Docker, Git. Skills blandas: Trabajo en equipo, Resolución de problemas. Idiomas: Francés.","Experiencia: 0-1 años. Educación: Bachiller. Skills: React, Comunicación efectiva, Trabajo en equipo, Agile, MongoDB, Python, Video editing, UX/UI, SEO. Idiomas: Inglés nativo.",3.63
"Puesto: Ingeniero de Machine Learning. Ubicación: Híbrido. Experiencia requerida: 3-5 años. Educación: Profesional en Administración. Skills técnicas requeridas: Django, Python, SQL. Skills blandas: Resolución de problemas, Comunicación efectiva, Trabajo en equipo, Gestión del tiempo. Idiomas: Inglés avanzado.","Experiencia: 3-5 años. Educación: Maestría. Skills: Resolución de problemas, SQL, Comunicación efectiva, Gestión del tiempo, Trabajo en equipo, Machine Learning, C++, Azure, Adaptabilidad. Idiomas: Español nativo.",7.73
"Puesto: Desarrollador Full Stack. Ubicación: Medellín. Experiencia requerida: 1-3 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: Keras, Git, Deep Learning, TensorFlow. Skills blandas: Resolución de problemas, Gestión del tiempo, Adaptabilidad. Idiomas: Inglés nativo.","Experiencia: 0-1 años. Educación: Técnico. Skills: Resolución de problemas, Deep Learning, Gestión del tiempo, Django, MongoDB, JavaScript, C++, PostgreSQL. Idiomas: Inglés nativo, Francés, Inglés avanzado.",4.76
"Puesto: Diseñador UX/UI. Ubicación: Cali. Experiencia requerida: 1-3 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: TensorFlow, AWS, PostgreSQL, React, APIs REST. Skills blandas: Adaptabilidad, Creatividad, Resolución de problemas. Idiomas: Francés.","Experiencia: 1-3 años. Educación: Profesional en Administración. Skills: Adaptabilidad, Resolución de problemas, React, Python, Machine Learning, Scrum, Kubernetes, C++, Agile. Idiomas: Inglés avanzado, Español nativo, Francés.",4.53
"Puesto: Especialista en Marketing Digital. Ubicación: Remoto. Experiencia requerida: 8+ años. Educación: Profesional en Diseño. Skills técnicas requeridas: AWS, Python, SQL, Node.js. Skills blandas: Resolución de problemas, Trabajo en equipo, Gestión del tiempo. Idiomas: Inglés intermedio.","Experiencia: 0-1 años. Educación: Maestría. Skills: Python, Trabajo en equipo, AWS, APIs REST, Machine Learning, Tableau. Idiomas: Francés, Español nativo.",2.66
"Puesto: DevOps Engineer. Ubicación: Barranquilla. Experiencia requerida: 3-5 años. Educación: Maestría. Skills técnicas requeridas: Java, Keras, SQL, React, Machine Learning, MongoDB. Skills blandas: Trabajo en equipo, Comunicación efectiva, Creatividad, Resolución de problemas. Idiomas: Inglés nativo.","Experiencia: 1-3 años. Educación: Técnico. Skills: Trabajo en equipo, Machine Learning, MongoDB, Keras, Java, SQL, React, Git, Comunicación efectiva. Idiomas: Inglés nativo, Portugués, Francés.",6.79
"Puesto: Product Manager. Ubicación: Híbrido. Experiencia requerida: 1-3 años. Educación: Profesional en Diseño. Skills técnicas requeridas: AWS, PostgreSQL, Node.js, Docker, TensorFlow. Skills blandas: Pensamiento crítico, Trabajo en equipo, Adaptabilidad, Comunicación efectiva. Idiomas: Francés.","Experiencia: 0-1 años. Educación: Tecnólogo. Skills: Comunicación efectiva, Adaptabilidad, Docker, TensorFlow, AWS, Tableau, APIs REST. Idiomas: Portugués.",6.3
"Puesto: Product Manager. Ubicación: Barranquilla. Experiencia requerida: 1-3 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: Machine Learning, Django, Python. Skills blandas: Gestión del tiempo, Creatividad, Trabajo en equipo, Comunicación efectiva. Idiomas: Inglés nativo.","Experiencia: 0-1 años. Educación: Maestría. Skills: Django, Marketing digital, UX/UI, Gestión de proyectos, Negociación, Liderazgo. Idiomas: Inglés intermedio, Español nativo.",3.13
"Puesto: Ingeniero de Machine Learning. Ubicación: Bogotá. Experiencia requerida: 5-8 años. Educación: Maestría. Skills técnicas requeridas: React, AWS, Kubernetes, PostgreSQL, Azure. Skills blandas: Resolución de problemas, Comunicación efectiva. Idiomas: Francés.","Experiencia: 1-3 años. Educación: Bachiller. Skills: AWS, Comunicación efectiva, Azure, Kubernetes, Java, SQL, Django, SAP. Idiomas: Español nativo, Inglés intermedio, Francés.",3.48
"Puesto: Diseñador UX/UI. Ubicación: Híbrido. Experiencia requerida: 8+ años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: Machine Learning, Deep Learning, SQL, Node.js. Skills blandas: Resolución de problemas, Pensamiento crítico, Trabajo en equipo, Comunicación efectiva. Idiomas: Portugués.","Experiencia: 1-3 años. Educación: Bachiller. Skills: Pensamiento crítico, Análisis financiero, Content creation, Negociación, UX/UI. Idiomas: Inglés intermedio, Inglés avanzado.",2.21
"Puesto: Data Scientist. Ubicación: Bogotá. Experiencia requerida: 1-3 años. Educación: Profesional en Administración. Skills técnicas requeridas: Django, C++, Python, MongoDB. Skills blandas: Creatividad, Pensamiento crítico, Resolución de problemas, Comunicación efectiva. Idiomas: Portugués.","Experiencia: 3-5 años. Educación: Bachiller. Skills: Python, C++, SAP, Negociación, Liderazgo, Marketing digital, Scrum, Adobe Photoshop, Gestión de proyectos. Idiomas: Inglés avanzado, Inglés intermedio.",6.19
"Puesto: Desarrollador Frontend. Ubicación: Barranquilla. Experiencia requerida: 0-1 años. Educación: Profesional en Diseño. Skills técnicas requeridas: MongoDB, Keras, Java. Skills blandas: Comunicación efectiva, Pensamiento crítico. Idiomas: Inglés nativo.","Experiencia: 5-8 años. Educación: Profesional en Administración. Skills: Pensamiento crítico, Java, MongoDB, C++, Gestión del tiempo, JavaScript, Resolución de problemas. Idiomas: Español nativo, Inglés básico, Inglés avanzado.",6.21
"Puesto: Desarrollador Backend. Ubicación: Remoto. Experiencia requerida: 5-8 años. Educación: Profesional en Administración. Skills técnicas requeridas: APIs REST, React, Docker, Kubernetes, MongoDB, JavaScript. Skills blandas: Resolución de problemas, Adaptabilidad, Trabajo en equipo. Idiomas: Inglés intermedio.","Experiencia: 3-5 años. Educación: Técnico. Skills: Resolución de problemas, Scrum, Excel avanzado, PowerBI, Content creation, Tableau. Idiomas: Inglés nativo, Inglés avanzado.",3.25
"Puesto: Especialista en Marketing Digital. Ubicación: Híbrido. Experiencia requerida: 3-5 años. Educación: Doctorado. Skills técnicas requeridas: C++, APIs REST, Node.js, Git, Machine Learning, Docker, Deep Learning. Skills blandas: Gestión del tiempo, Trabajo en equipo. Idiomas: Francés.","Experiencia: 3-5 años. Educación: Profesional en Ingeniería. Skills: Docker, Trabajo en equipo, C++, Node.js, Gestión de proyectos, Liderazgo, SAP, Machine Learning, React, APIs REST, Agile. Idiomas: Inglés básico.",7.9
"Puesto: Analista de Datos. Ubicación: Bogotá. Experiencia requerida: 8+ años. Educación: Profesional en Diseño. Skills técnicas requeridas: SQL, C++, React, JavaScript, PostgreSQL, MongoDB. Skills blandas: Adaptabilidad, Resolución de problemas. Idiomas: Inglés nativo.","Experiencia: 5-8 años. Educación: Maestría. Skills: Python, Adaptabilidad, SQL, Keras. Idiomas: Portugués, Inglés básico, Francés.",5.73
"Puesto: DevOps Engineer. Ubicación: Barranquilla. Experiencia requerida: 5-8 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: Deep Learning, React, PostgreSQL, TensorFlow, AWS. Skills blandas: Creatividad, Pensamiento crítico, Adaptabilidad. Idiomas: Francés.","Experiencia: 1-3 años. Educación: Profesional en Administración. Skills: PostgreSQL, SAP, Scrum, Agile, Gestión de proyectos, Adobe Photoshop. Idiomas: Inglés avanzado.",3.07
"Puesto: Data Scientist. Ubicación: Híbrido. Experiencia requerida: 5-8 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: Machine Learning, PostgreSQL, Keras, AWS. Skills blandas: Resolución de problemas, Pensamiento crítico, Adaptabilidad, Gestión del tiempo. Idiomas: Inglés nativo.","Experiencia: 5-8 años. Educación: Tecnólogo. Skills: Gestión del tiempo, Resolución de problemas, Keras, Adaptabilidad, Node.js, PowerBI, PostgreSQL, Django, Python, Análisis financiero. Idiomas: Inglés avanzado.",7.91
"Puesto: DevOps Engineer. Ubicación: Medellín. Experiencia requerida: 0-1 años. Educación: Maestría. Skills técnicas requeridas: SQL, Docker, JavaScript. Skills blandas: Pensamiento crítico, Gestión del tiempo, Comunicación efectiva, Trabajo en equipo. Idiomas: Inglés nativo.","Experiencia: 5-8 años. Educación: Profesional en Diseño. Skills: Comunicación efectiva, Pensamiento crítico, Gestión del tiempo, Trabajo en equipo, Docker, JavaScript, PostgreSQL, Kubernetes, Keras, Resolución de problemas, AWS. Idiomas: Inglés básico.",7.19
"Puesto: Desarrollador Full Stack. Ubicación: Bogotá. Experiencia requerida: 5-8 años. Educación: Doctorado. Skills técnicas requeridas: AWS, APIs REST, Kubernetes. Skills blandas: Resolución de problemas, Adaptabilidad. Idiomas: Inglés nativo.","Experiencia: 1-3 años. Educación: Profesional en Administración. Skills: Kubernetes, AWS, Docker, Keras, Machine Learning, TensorFlow, C++, SQL. Idiomas: Inglés intermedio, Español nativo.",4.91
"Puesto: Desarrollador Frontend. Ubicación: Bogotá. Experiencia requerida: 0-1 años. Educación: Doctorado. Skills técnicas requeridas: SQL, Node.js, PostgreSQL, APIs REST, Docker. Skills blandas: Adaptabilidad, Pensamiento crítico. Idiomas: Inglés nativo.","Experiencia: 3-5 años. Educación: Profesional en Administración. Skills: Pensamiento crítico, SQL, Adaptabilidad, Python, Machine Learning, Kubernetes, Django, Java, Análisis financiero. Idiomas: Inglés básico.",6.25
"Puesto: Ingeniero de Machine Learning. Ubicación: Medellín. Experiencia requerida: 0-1 años. Educación: Doctorado. Skills técnicas requeridas: TensorFlow, Java, MongoDB. Skills blandas: Adaptabilidad, Creatividad, Gestión del tiempo, Comunicación efectiva. Idiomas: Inglés intermedio.","Experiencia: 5-8 años. Educación: Doctorado. Skills: Gestión del tiempo, Creatividad, TensorFlow, Gestión de proyectos, Kubernetes, Excel avanzado, JavaScript, Análisis financiero, APIs REST, Negociación. Idiomas: Francés.",5.53
"Puesto: DevOps Engineer. Ubicación: Bogotá. Experiencia requerida: 0-1 años. Educación: Maestría. Skills técnicas requeridas: Node.js, Keras, AWS, Machine Learning, Python. Skills blandas: Resolución de problemas, Gestión del tiempo. Idiomas: Inglés nativo.","Experiencia: 8+ años. Educación: Profesional en Administración. Skills: SAP, Adaptabilidad, Adobe Photoshop, Azure, Illustrator, Python, Marketing digital, Análisis financiero, Creatividad, Kubernetes. Idiomas: Español nativo, Inglés intermedio, Inglés nativo.",6.06
"Puesto: Desarrollador Full Stack. Ubicación: Barranquilla. Experiencia requerida: 0-1 años. Educación: Profesional en Diseño. Skills técnicas requeridas: Docker, Python, React, Machine Learning. Skills blandas: Resolución de problemas, Comunicación efectiva, Trabajo en equipo, Creatividad. Idiomas: Francés.","Experiencia: 0-1 años. Educación: Doctorado. Skills: React, Creatividad, Content creation, Diseño gráfico, SAP, Marketing digital, Video editing, Illustrator, Liderazgo, Figma. Idiomas: Inglés avanzado, Francés, Inglés intermedio.",5.6
"Puesto: Analista Financiero. Ubicación: Remoto. Experiencia requerida: 1-3 años. Educación: Profesional en Administración. Skills técnicas requeridas: Deep Learning, JavaScript, APIs REST, Docker, Machine Learning. Skills blandas: Creatividad, Adaptabilidad. Idiomas: Francés.","Experiencia: 8+ años. Educación: Profesional en Administración. Skills: Creatividad, JavaScript, Machine Learning, Agile, PowerBI, PostgreSQL, Negociación, Kubernetes. Idiomas: Inglés nativo.",5.98
"Puesto: Diseñador UX/UI. Ubicación: Cali. Experiencia requerida: 1-3 años. Educación: Maestría. Skills técnicas requeridas: Python, Keras, MongoDB, AWS. Skills blandas: Creatividad, Adaptabilidad, Resolución de problemas. Idiomas: Portugués.","Experiencia: 8+ años. Educación: Profesional en Ingeniería. Skills: Creatividad, Keras, Python, AWS, Resolución de problemas, Git, Node.js. Idiomas: Portugués, Francés, Español nativo.",6.97
"Puesto: DevOps Engineer. Ubicación: Barranquilla. Experiencia requerida: 3-5 años. Educación: Profesional en Diseño. Skills técnicas requeridas: MongoDB, APIs REST, SQL. Skills blandas: Resolución de problemas, Comunicación efectiva, Pensamiento crítico. Idiomas: Inglés nativo.","Experiencia: 1-3 años. Educación: Doctorado. Skills: Video editing, Branding, SEO, Java, Scrum, Deep Learning, Git. Idiomas: Inglés básico, Francés, Inglés avanzado.",2.36
"Puesto: Analista Financiero. Ubicación: Híbrido. Experiencia requerida: 0-1 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: React, Django, Git. Skills blandas: Creatividad, Adaptabilidad. Idiomas: Portugués.","Experiencia: 3-5 años. Educación: Profesional en Administración. Skills: Git, SAP, Adobe Photoshop, Agile, Content creation, Negociación, SEO, Video editing, Branding. Idiomas: Portugués.",6.17
"Puesto: Gerente de Proyectos. Ubicación: Remoto. Experiencia requerida: 5-8 años. Educación: Doctorado. Skills técnicas requeridas: PostgreSQL, APIs REST, JavaScript, Java, Kubernetes. Skills blandas: Creatividad, Comunicación efectiva. Idiomas: Inglés nativo.","Experiencia: 3-5 años. Educación: Maestría. Skills: JavaScript, Java, Kubernetes, Análisis financiero, Excel avanzado, Keras. Idiomas: Inglés avanzado.",6.19
"Puesto: Analista de Datos. Ubicación: Bogotá. Experiencia requerida: 0-1 años. Educación: Profesional en Administración. Skills técnicas requeridas: Kubernetes, Docker, Node.js, APIs REST, Python, PostgreSQL, JavaScript. Skills blandas: Trabajo en equipo, Creatividad, Pensamiento crítico, Adaptabilidad. Idiomas: Francés.","Experiencia: 5-8 años. Educación: Técnico. Skills: Docker, Node.js, Adaptabilidad, Kubernetes, PostgreSQL, Pensamiento crítico, Trabajo en equipo, Python, Gestión del tiempo, Creatividad, Resolución de problemas. Idiomas: Francés, Inglés básico, Español nativo.",8.22
